symbol,NGF3-1-1,NGF3-1-2,NGF3-1-3,NGF3-2-1,NGF3-2-2,NGF3-2-3,NGF3-3-1,NGF3-3-2,NGF3-3-3,NGF3-7-1,NGF3-7-2,NGF3-7-3,NGF3-7-4,NGF3-7-5,NGF3-7-6,NGF3-7-7,NGF3-7-8,NGF3-C-1,NGF3-C-2,NGF3-C-3,NGF3-1-4,NGF3-1-5,NGF3-1-6,NGF3-2-4,NGF3-2-5,NGF3-2-6,NGF3-3-4,NGF3-3-5,NGF3-3-6,NGF3-7-10,NGF3-7-11,NGF3-7-12,NGF3-7-13,NGF3-7-14,NGF3-7-15,NGF3-7-16,NGF3-7-9,NGF3-C-4,NGF3-C-5,NGF3-C-6
Dhx37,2,1,1,0,2,7,0,1,5,18,0,45,12,45,1,4,4699,0,9,71,4,2,1,0,0,7,1,0,2,53,5,0,0,0,0,4,3,1,4,0
Dhx38,4,0,0,1,117,0,20,1,36,544,235,2,103,531,7,42,16,0,1,4,20,1,14,1634,0,0,0,2,29,6,15,1,1,1,10,13,3,15,13,7
Dhx40,396,0,1,8,0,134,470,1,25,1068,612,190,442,795,5,414,1746,40,199,61,40,7,0,161,1,2,344,0,29,818,97,52,1445,4,207,34,0,3,0,1
Dhx57,195,0,0,4,2,10,8,1835,11,79,32,26,82,587,42,5,35,105,0,0,0,0,2,2,0,3,23,1,20,166,361,2,10,2,3,2,52,0,0,0
Dhx58,0,0,0,0,0,0,62,0,0,6,0,0,1,1,1,1,0,0,0,469,0,0,0,3,0,0,0,0,0,1,2,10,1,0,0,1,1,0,0,1
Diablo,179,1685,1,0,11,0,11,7,23,242,145,242,150,629,48,259,7,5,1024,902,2331,6,7,119,6,2,8,2,7,1110,630,7,13,115,897,5,3302,0,13,7
Diaph1,447,57,0,0,1,0,202,7,705,660,1022,339,422,939,377,760,796,1,224,1,1350,0,58,820,304,1,33,2404,0,48,1927,136,21,3,228,119,34,2,3,53
Diexf,1738,1,0,1,0,10,0,0,0,97,0,3,30,0,1,25,112,0,1236,778,4,1,0,0,2,1,0,1,0,1,2,392,0,0,0,9,0,1,0,8
Dimt1,609,1,0,0,4,0,1,33,1,4,228,2,48,30,2,15,42,2,2,0,643,0,4,7,1,0,17,0,12,19,13,10,2,0,3,6,1,1,0,43
Dio1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Dio2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Dio3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,1,1,0,0,1,0,0,1,0,0,0,3,3,0
Dip2a,1,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,2,4,1,2,1,2,0,4,0,0,0,1,0,1,0,0,0,0,0,9
Dip2c,0,0,0,1,0,0,0,0,0,5,42,12,49,9,26,2,1,0,0,0,2,0,0,0,1,0,0,0,0,3,1,12,0,4,1,24,87,1,0,0
Diras1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
Diras2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
Dirc2,44,0,0,24,0,53,3,7,32,309,438,43,327,25,91,31,72,461,73,47,6,0,0,27,164,0,30,36,33,376,48,65,32,1,70,31,33,9,0,18
Dis3l2,2,0,0,0,0,0,1,0,59,12,163,3,2,47,0,18,2,1,0,0,1,0,0,0,0,1,0,0,0,1,9,0,0,31,3,0,0,0,1,1
Dis3l,6102,0,4316,0,1588,0,741,1,1163,692,496,396,1008,324,62,1082,2380,21,1323,0,380,0,3,57,0,0,1794,247,175,6,125,34,1562,75,115,75,1806,3,0,0
Dis3,379,0,0,0,1,3,582,0,2456,370,517,1008,1586,325,75,141,2665,163,2,12,864,0,0,172,0,16,3,507,366,6,203,85,882,3,71,543,391,0,0,9
Disc1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,2,125,0,0,1,1,7,1,2,0,1,0,2,0,0,0,0,0,0,1,3
Disp1,1,0,0,10,0,0,0,0,0,1,50,1,0,0,26,6,2,9,0,0,0,1,1,0,2,1,52,0,2,0,5,0,0,1,0,513,2,1,0,0
Disp2,0,0,1,491,0,1,1,0,0,1,2,0,0,0,1,0,0,0,0,2,4,0,0,0,0,217,4,1,0,0,0,1,0,0,0,2,1,0,0,0
Dixdc1,27,0,40,69,1356,0,10,4841,908,2,154,34,69,139,21,106,13,459,1,1,0,1106,0,13,3,5,5,132,11,7,6,1,18,4,149,0,0,0,0,0
Dkc1,9,7,0,0,15,3,9,0,26,276,258,202,24,6,11,116,820,12,2,2,137,1,14,1,3,5,4,0,19,423,7,11,2,96,270,18,1,2,1,43
Dkk1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dkk2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1
Dkk3,671,0,1,1329,18,9,751,1,10,684,1062,1333,1650,84,43,824,2056,2,209,84,50,0,1,2130,2225,1,149,179,44,206,1119,16,15,38,606,349,5,28,1,11
Dkk4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0
Dkkl1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dlat,438,0,1,1,337,0,5,3138,19,36,286,38,218,165,59,220,232,83,0,10,111,4,1,1153,6,4,2,1833,13,63,135,420,6,0,347,1,0,3,3,897
Dlc1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
Dld,1048,1,1,5534,440,388,1668,4984,3257,1457,1291,1609,1315,700,210,1289,986,172,1559,265,1562,0,1,538,5498,57,2529,140,2466,2287,2105,928,2003,134,338,963,9,1111,1537,2561
Dleu7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Dlg1,13,223,2,0,183,8,49,2,559,387,338,74,24,41,38,695,2395,202,0,0,1,1,2,23,673,2,0,16,1,9,265,106,11,1,63,13,1875,248,1,2
