symbol,NGF-1-1,NGF-1-2,NGF-1-3,NGF-1-4,NGF-2-1,NGF-2-2,NGF-2-3,NGF-2-4,NGF-3-1,NGF-3-2,NGF-3-3,NGF-3-4,NGF-C-1,NGF-C-2,NGF-C-3,NGF-1-5,NGF-1-6,NGF-1-7,NGF-2-5,NGF-2-6,NGF-2-7,NGF-3-5,NGF-3-6,NGF-3-7,NGF-7-1,NGF-7-2,NGF-7-3,NGF-C-4,NGF-C-5,NGF-C-6,NGF-1-10,NGF-1-8,NGF-1-9,NGF-2-10,NGF-2-8,NGF-2-9,NGF-3-10,NGF-3-8,NGF-3-9,NGF-7-4,NGF-7-5,NGF-7-6,NGF-C-7,NGF-C-8,NGF-C-9,NGF-1-11,NGF-1-12,NGF-1-13,NGF-1-14,NGF-1-15,NGF-2-11,NGF-2-12,NGF-2-13,NGF-2-14,NGF-2-15,NGF-3-11,NGF-3-12,NGF-3-13,NGF-3-14,NGF-3-15,NGF-C-10,NGF-C-11,NGF-C-12,NGF-C-13,NGF-C-14,NGF-C-15
Abi1,10,2,11,2911,298,1277,596,0,138,346,152,297,146,944,357,227,57,8,56,10,28,213,56,41,309,10,6,608,570,0,411,571,29,0,406,702,115,0,3889,13,0,11,345,552,734,11,1781,0,1,539,120,62,13,33,15,471,149,0,503,2261,65,2,2,183,0,296
Abi2,3,139,0,940,276,977,735,126,14,6,189,17,20,3,54,25,14,0,183,378,27,17,2203,1,187,8,23,118,34,1,2372,298,0,1,179,97,3413,72,0,4,13,21,780,180,90,785,9,2,10,13,4,8,50,1437,1427,592,3,2,6,2,445,1,100,100,14,1832
Abi3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,0,0,0,0,1,1,1
Abl1,1,0,0,0,35,1,8,0,1,0,5,0,1,0,0,6,6,0,0,0,10,1,0,0,0,0,0,0,1,0,1,0,0,0,0,844,19,0,0,1,0,0,10,0,2,0,127,0,1,0,3,2,0,0,0,3,0,0,1,0,8,0,0,2,0,10
Abl2,0,0,0,9,168,0,269,6,2,22,0,12,0,1,8,0,1,1,1,1,0,0,456,0,780,1,7,2,1,1,9,1,2,0,3,0,25,1,0,1,0,4,0,364,0,1,1,0,122,4,5,11,15,1,3,1,0,1,0,11,759,0,30,8,0,3
Ablim2,0,0,0,0,8,7,0,0,363,2,1,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,42,0,4,0,3,0,1,0,0,0,5,8,0,0,0,0,0,0,0,0,1,0,0,0,0,40,0,0,0,2,0
Ablim3,0,0,0,0,55,0,0,5,242,8,2,0,0,0,43,3,1,0,123,0,7,0,1,1,2,0,0,2,3,0,1,1,0,80,7,0,31,0,2,0,0,0,0,0,0,7,67,1,0,0,0,1,0,22,1,1,34,2,3,1,1,0,0,1,0,1
Abo2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abo,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abracl,33,2462,814,1780,636,3646,336,2881,314,288,349,1515,151,2326,835,5815,1143,312,2688,476,506,212,2202,142,991,57,89,3813,2646,3299,3206,871,6807,0,2741,2057,94,5144,651,212,9,413,7980,5732,2052,6605,24,0,153,1587,3847,1107,171,2580,1496,3364,1282,313,4184,17,3645,615,35,3233,954,1993
Abra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abr,0,0,0,25,182,125,5,0,1559,13,57,21,2,11,20,148,8,165,37,902,8,12,107,0,96,15,21,47,92,77,27,230,0,0,5,0,250,31,3,14,0,19,5,10,107,18,9,0,23,693,17,2,5,54,531,150,149,175,7,1,166,6,1,6,1,330
Abt1,214,283,2,1,119,1140,714,4,595,198,46,12,445,3657,67,0,46,0,536,1463,1108,0,137,142,410,28,12,2778,636,1608,0,28,576,39,140,1,120,0,1,45,1,48,629,1734,549,268,733,0,127,94,11,14,1,200,64,146,53,2,583,772,718,14,46,1447,0,1370
Abtb1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,10,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,262,0,0,488,2,0,0,0,0,0,0,0,4,0,0,0,1,0,2,0,0,0,0
Abtb2,0,0,0,35,0,0,12,1,0,0,0,0,1,0,0,0,0,32,0,0,22,0,0,0,0,0,0,1805,0,0,0,0,1,0,0,0,0,1,0,1,0,5,1,0,0,14,0,0,0,0,0,13,0,0,0,131,4,0,0,13,0,0,0,7,1,0
Ac1576,1,0,0,0,1,1,1,4,0,3,2,1,0,0,0,0,0,0,1,17,0,1,1,0,0,0,0,0,0,0,0,572,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,1,40,0,0,0,1,0,0,0,0,0,4,1
Acaa1a,1,597,216,328,489,208,687,735,172,774,50,350,735,0,242,549,0,2,431,190,954,116,811,4,396,10,11,0,157,2083,1,82,3040,0,162,308,686,0,23,69,0,67,1058,0,539,119,1,5,79,63,73,945,233,162,495,164,55,711,537,179,543,511,0,498,629,338
Acaa1b,0,3,0,1,0,99,5,0,1,0,0,3,1,0,0,5,1,0,0,0,0,0,0,0,2,4,2,0,32,23,0,0,19,0,1,2,0,0,2,0,0,33,6,0,1,0,1,0,0,0,4,2,0,0,17,1,0,6,4,233,44,0,0,1,4,0
Acaa2,0,0,0,6,196,51,96,24,15,55,17,557,20,211,20,183,1,8,0,15,515,0,154,48,19,3,7,0,0,0,0,0,0,327,6,0,7,0,8,2,0,17,3247,38,170,19,901,19,23,8,1,16,26,4,736,432,9,0,187,1,74,863,32,302,0,18
Acaca,31,1,1,20,2,332,0,0,1,169,144,28,29,3,1,0,3,0,19,36,0,41,47,0,56,4,3,0,0,0,47,104,0,0,217,0,7,1,0,7,2,4,6,97,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,276,0,2,0,0
Acacb,8,25,33,23,6,11,20,7,22,17,6,7,59,11,9,99,6,8,21,12,14,25,11,7,5,1,0,7,5,8,64,26,9,12,4,8,10,10,6,2,0,1,9,8,0,14,8,18,13,18,7,8,4,6,18,12,5,6,15,3,10,42,9,6,10,10
Acad9,26,0,0,0,238,1586,351,4852,180,22,404,27,2,2,80,1379,6,1,1328,15,427,7,1342,138,84,5,14,1564,2119,915,107,198,1027,0,18,838,28,468,52,7,4,33,1887,1058,19,2980,86,188,5,9,393,43,2,37,1304,532,5,7,85,0,395,226,113,44,1,726
Acad10,0,0,0,1,30,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,28,5,0,0,0,0,0,0,1,0,0,0,0
Acad11,0,0,0,0,0,0,0,0,0,85,0,3,0,0,0,0,0,0,1,0,0,0,0,7,1,2,0,243,0,0,0,0,0,2,0,0,0,0,661,0,0,4,474,0,0,30,2,0,0,0,205,0,0,0,2006,1,0,1,17,0,0,0,1,518,0,2
Acadl,307,299,0,1592,1493,4742,842,167,99,1535,390,477,92,160,958,7290,9103,1753,6444,0,560,570,1466,1777,2254,67,56,1268,2366,5407,1334,3063,237,392,3853,6111,3906,751,14743,835,16,226,5984,1496,1803,2183,13,0,313,1995,462,645,4568,9,903,95,458,637,1649,3,1892,0,1348,2127,73,1816
Acadm,0,0,0,74,15,816,17,5,112,96,190,237,3,3,282,2743,0,1,0,34,52,0,1619,3,223,16,51,8,0,7,0,0,7,11,2671,0,0,0,2,0,1,108,1,0,0,5,10,0,0,19,4,398,1711,63,6,68,4,1,11,0,936,0,4,61,3,113
Acadsb,0,0,1,0,494,0,0,0,0,0,2,0,0,1,0,0,7644,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,813,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acads,0,0,0,1,62,13,2,5,1,90,0,0,0,1,46,12,0,0,27,1,66,10,40,0,47,0,2,37,5,0,4,0,174,0,70,0,96,0,4,0,0,0,53,15,0,0,0,1,1,0,7,17,0,1,38,584,1,0,0,0,47,20,0,1,1,27
Acadvl,0,0,0,19,20,361,45,0,18,7,77,0,2,0,13,26,0,4,669,25,27,2,1,3,83,3,7,0,0,0,8,42,1017,0,20,2,38,1,6,0,0,1,0,0,66,69,0,0,1,0,13,0,5,3,2,47,4,0,242,0,364,18,8,508,0,1
Acan,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Acap1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,640,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0
Acap2,0,0,3236,1,177,824,600,8,835,840,213,6,0,16,289,2,0,0,17,150,25,143,44,0,82,13,13,0,1948,1,4,1,0,0,2,3579,5,4222,224,75,2,82,0,226,2983,259,6,0,0,169,775,7,0,34,76,1,0,291,0,1,236,1,0,2,0,66
Acap3,1,0,0,0,159,332,3,10,1,0,58,4,18,1,0,531,0,0,0,0,0,8,8,0,0,0,0,0,2,0,0,2,2,0,3,0,55,11,2,0,0,1,0,0,0,1,2,0,12,0,5,3,3,3,10,0,1,1,2,0,1,0,0,33,0,0
Acat1,9,1,0,409,1380,1638,57,10,870,364,137,1908,0,28,302,128,1,12,3074,10,0,109,1539,3,34,8,25,40,1,5,3,1070,1185,0,37,2148,775,2381,0,85,0,67,0,2141,41,1641,1,1,645,20,596,12,612,702,1,6,2,23,22,8717,282,1,1,44,0,881
Acat2,37,90,0,71,149,10,113,19,101,17,2,12,4,0,46,249,5,4,13,9,1,3,5,5,50,0,2,10,0,0,2,66,4,3,7,550,0,8,0,0,0,2,209,555,11,4,0,0,0,10,1,8,649,0,7,39,0,0,139,1,166,3,2,205,0,74
Acbd3,3,156,77,11,347,337,31,159,556,459,102,815,17,7,53,205,1476,714,442,65,55,129,957,1,290,15,26,1232,589,11,32,489,8,22,867,1192,3830,1834,2030,30,9,48,1225,42,153,1246,2132,0,1552,62,19,109,91,528,1287,486,452,6,676,89,678,21,5,1096,11,1416
Acbd4,0,0,0,1305,508,521,1,0,1015,58,0,37,0,0,0,427,0,30,0,1373,0,0,0,1,0,2,12,0,0,0,2,480,33,0,0,497,0,709,0,0,0,3,0,0,133,4,997,0,0,0,0,111,0,1,1,1,1,2,0,1,193,0,0,1,0,0
Acbd5,0,0,0,0,0,152,0,142,0,18,0,0,0,0,0,612,0,0,59,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,0,0,2,0,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acbd6,16,397,396,13,568,516,543,0,218,71,8,115,40,109,482,1772,4076,2,311,1068,2907,244,134,4,560,9,19,1035,272,272,19,231,10,46,48,2,9,0,69,23,0,79,980,1599,210,159,619,1,178,142,27,32,72,165,16,401,11,79,48,0,531,8,18,210,81,20
Acbd7,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,1,0,0,0,18,0,214,0,6,0,18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,1,0,0,0,0
Accsl,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Accs,0,48,0,26,1,206,0,0,9,1,0,0,0,47,31,30,0,56,0,0,0,0,2,73,3,0,0,0,9,9,0,13,0,0,10,0,5,2,0,0,0,2,0,36,106,2,15,0,0,3,3,0,0,1,0,0,0,0,0,0,37,0,10,0,0,0
Acd,0,1,1,0,405,4,223,445,3,1,1,3,0,0,70,224,1,0,17,90,0,0,6,0,23,1,2,31,199,0,0,16,10,0,5,142,1,1620,0,0,0,4,1,9,120,6,0,0,1,0,4,2,51,2,6,6,1,0,0,4,31,0,0,6,0,280
Ace2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ace3,2,0,1,1,0,0,1,2,0,1,1,1,0,2,0,0,0,0,1,0,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,2
Acer1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,802,0,0,0,0,1,0,0,1,1,0,0,0,0,3,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,3,168,0,0,0,0,3
Acer2,11,121,128,54,4,13,6,20,21,27,2,13,6,5,6,3,4,0,2,2,1,0,1,0,1,0,0,1,3,10,0,2,1,16,2,296,2,1,5,13,0,0,0,1,0,8,27,40,52,0,11,3,12,5,10,4,3,24,69,3,8,39,1,4,28,9
Ace,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,1,2,1
Ache,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,2,0,0,0,0,15,0,0,0,0,1
Acin1,0,80,0,3,183,425,2,22,736,65,5,88,39,4,132,210,1,0,0,392,3,0,1307,0,196,1,11,0,22,0,2,510,0,1,2191,11,311,1,10,75,1,23,192,5,0,84,3,7,7,135,23,357,35,1339,6,450,0,2,1,0,269,1,312,19,1,11
Ackr2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Ackr3,150,66,0,1089,0,369,175,2575,30,84,0,187,0,3,5,0,1,0,226,0,0,301,55,919,2,0,8,88,557,3,546,131,2,10,17,4935,4,0,0,2,3,6,1113,523,246,8,0,0,374,234,1299,6,8,1,2,46,2,6,24,0,454,0,0,16,9,29
Acly,55,1,14,17,297,176,760,50,218,88,192,118,886,18,412,6424,2,525,29,2098,952,478,581,35,461,36,56,1447,442,13,3255,402,22,0,313,208,316,153,279,31,6,186,1525,3604,170,59,5,2,1692,13,39,38,131,11,30,598,174,12,62,21,397,3,107,10,13,8
Acmsd,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acn9,0,0,0,0,0,0,210,0,0,9,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,1861,0,0,0,0,1,0,6,0,1,1,0,0,0,9,1,0,0,795,0,0,1,0,0,0,95,0,0,0,0,0
Acnat2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aco1,0,28,3,47,1239,24,124,7,45,16,105,192,29,17,102,353,106,0,477,1,42,0,2905,15,242,13,4,500,149,0,10,244,119,0,97,119,20,101,0,5,2,47,127,81,1726,45,160,0,46,9,263,88,50,10,9,337,1,12,46,0,153,0,13,179,0,67
Aco2,98,121,11,661,574,2383,1899,3025,959,238,149,249,166,1758,526,1276,231,15,5292,304,1702,511,729,2081,460,24,10,108,439,1525,70,1874,77,0,1381,462,5815,120,93,74,2,35,1689,1433,213,145,519,0,26,412,358,695,147,104,440,1716,818,962,303,171,1444,55,126,145,26,764
Acot1,0,0,6,136,332,202,12,442,131,174,35,0,286,0,93,119,6599,2,41,1,0,138,1,0,14,0,1,0,191,15,0,157,6,0,3,0,0,1,151,0,2,4,0,30,0,0,131,0,0,0,1,1,29,0,0,10,0,0,0,0,281,0,0,428,0,620
Acot2,1,0,0,520,0,75,237,133,23,45,13,0,0,263,1,4,0,1,2,14,74,0,0,1,2,1,3,0,2,10,0,2720,0,0,9,12,0,0,358,28,0,1,231,599,6,174,0,0,10,1,0,0,0,2,2457,0,5,3,21,0,15,0,5,0,0,7
Acot3,0,0,0,289,31,2,85,3,0,0,12,25,0,0,1,906,41,1,324,7,0,32,35,18,0,0,0,0,0,0,0,1,0,0,3,9,301,2,25,1,0,13,0,1,229,0,0,1,0,9,1,4,2,2,6,22,1,0,1711,3,21,8,0,2,0,420
Acot4,17,1,0,156,0,38,346,0,58,1,0,18,67,0,53,0,0,0,0,0,0,0,181,2,193,2,1,14,11,1,0,0,0,0,0,480,0,441,64,0,0,8,0,1,6,2,0,0,70,0,0,0,8,2,250,932,2,0,1,0,320,1,0,82,0,59
Acot5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,317,1,0,0,0,0
Acot7,4,1123,9,14,95,220,359,75,700,466,152,23,30,1345,884,1739,63,103,173,1350,35,20,343,11,231,6,11,421,63,97,120,278,1177,36,487,3387,705,30,0,7,1,52,3515,144,113,709,2,0,188,3,109,747,55,28,128,103,6,529,87,1,539,71,21,625,2,311
Acot8,17,1022,2444,49,791,392,197,102,619,302,106,56,238,191,700,195,104,0,229,980,90,304,1609,1266,398,4,14,1701,462,241,1533,1,0,0,756,553,64,1131,142,53,0,30,1857,622,8,1385,775,18,132,907,566,41,161,77,96,1088,420,1,65,110,1228,14,288,228,203,62
Acot9,220,949,0,1240,2593,1980,1177,1374,2397,317,1269,743,63,3509,1752,4190,1481,1,4302,407,952,4,516,1895,468,49,25,2749,253,630,1169,5,106,815,5386,3423,7218,3652,0,182,16,154,12480,2736,1524,1338,731,709,1078,915,1436,757,1500,2407,862,4249,217,0,3884,513,3059,84,160,1766,80,2857
Acot11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Acot12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Acot13,44,6,0,947,1042,72,1,1,973,123,145,2,0,706,1075,18,0,9,0,708,0,614,476,499,152,4,3,1155,1214,0,1111,475,3227,0,2,1,1,6,0,2,0,63,79,545,254,983,684,0,24,307,753,40,283,253,0,0,0,1,1,0,391,31,0,966,34,702
Acox1,1,0,0,0,164,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,16,2,0,0,2,1,0,1,0,1,0,0,0,67,49,2,0,0,1,0,1,48,155,1,0,0,0,0,0,0,8,1,1,1,0,0,0,0,1,15,0,0,0,0,1
Acox2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acox3,0,3,1,0,389,1,2,2,1,1,0,1,1,0,1,1,0,0,1,0,0,1,1,0,25,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,1,0,0,1,0,1,5,1,0,1,0,1,2,0,1,0,0,0,0,0,0
Acoxl,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,46,0,0,0,0,0,0,1,0,0,2,0,0,0,0,70,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,2,0,0,1,0,3
Acp1,1,176,43,217,917,712,53,50,958,233,48,92,13,110,96,273,57,20,864,503,251,67,288,2729,57,3,3,187,38,367,2390,55,119,24,460,61,45,73,22,44,0,14,248,727,407,573,173,80,283,139,313,51,110,694,357,376,44,104,132,559,225,56,28,512,307,863
Acp2,58,0,0,842,524,386,248,1038,1014,88,209,1740,75,136,1011,1423,129,0,90,42,0,0,1021,641,232,13,12,0,1565,1,55,264,830,0,601,2,0,12,0,0,0,38,6358,147,27,0,0,1,80,56,221,22,1,67,849,1340,269,2,11,0,277,0,2,34,0,552
Acp5,11,1,0,0,428,69,0,45,281,0,11,4,72,1460,71,1081,0,0,206,0,0,0,136,1,372,5,5,502,0,0,0,50,0,0,1,1104,63,0,20,5,0,30,94,2,68,83,0,2,6,0,5,0,65,0,1,683,2,5,13,0,39,0,0,0,0,78
Acp6,1,0,0,0,419,42,156,115,0,136,347,0,353,0,8,3,0,18,0,0,0,0,10,16,33,1,2,181,55,0,12,2902,0,0,15,1,27,0,1,26,0,7,4,0,66,80,0,1,0,0,19,14,0,16,0,28,13,0,4,0,202,0,0,33,0,11
Acpp,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,2,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0
Acpt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Acrbp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Acrv1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acsbg1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Acsbg2,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acsf2,0,0,0,8,0,2,0,1,0,0,1,1,9,0,0,0,1,0,180,0,0,12,38,0,9,0,1,0,0,0,0,15,0,0,0,4,0,0,0,0,0,1,0,0,5,0,0,0,0,0,1,1,1,1,0,3,0,1,0,0,8,0,0,2,0,0
Acsl1,5,25,0,1191,163,309,115,98,322,42,20,95,522,68,52,774,33,130,14,2784,0,72,1618,2,88,14,2,0,921,1332,29,683,104,12,12,2,473,56,0,1,2,51,7152,291,18,37,25,8,3000,0,279,73,270,6,60,3,410,3,620,139,251,7,1,1363,0,164
Acsl3,3,184,0,36,608,311,270,383,293,304,91,455,191,341,510,1646,166,126,239,1298,2,45,1956,554,182,36,45,257,380,18,429,968,305,0,274,876,3006,116,1,41,4,97,4118,362,995,86,0,0,323,1575,59,139,8,1096,106,1,53,43,577,0,1174,0,72,1581,0,646
Acsl4,47,3,1,54,417,590,1677,1097,286,433,147,333,41,1402,331,2560,10,1,18,126,30,126,1105,15,673,63,45,1,1063,1368,7,2057,5326,0,1184,2500,719,88,72,67,5,83,185,3198,294,1443,4,22,1022,217,334,1472,2,1530,1358,1461,17,181,553,0,831,5,22,1279,0,1084
Acsl5,58,233,0,83,966,4400,972,1759,980,228,305,120,554,77,1091,3959,3739,3,2502,1095,4075,1567,2004,313,1113,31,46,2,2719,13101,2989,441,169,12,2989,3927,5696,213,2,23,9,44,4067,5806,227,561,51,2,632,154,1620,1366,489,481,39,508,80,107,180,10,964,108,8,965,632,1693
Acsl6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,239,0,0,0,263,0,0,0,2
Acsm1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Acsm2a,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acsm3,0,0,0,23,2,0,2,0,0,12,297,0,13,0,0,34,0,0,5,0,0,1,1,0,15,1,2,0,0,0,1,0,0,0,7,0,0,0,0,0,0,37,0,5,0,0,0,0,0,2,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0
Acsm4,0,0,0,0,0,0,0,0,0,0,1,286,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,86,0,0,124,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acsm5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
