symbol,NGF2-1-5,NGF2-1-6,NGF2-1-7,NGF2-2-5,NGF2-2-6,NGF2-2-7,NGF2-3-5,NGF2-3-6,NGF2-3-7,NGF2-7-5,NGF2-7-6,NGF2-7-7,NGF2-C-5,NGF2-C-7,NGF2-1-1,NGF2-1-2,NGF2-1-3,NGF2-2-1,NGF2-2-2,NGF2-2-3,NGF2-3-1,NGF2-3-2,NGF2-3-3,NGF2-7-1,NGF2-7-2,NGF2-7-3,NGF2-C-1,NGF2-C-2,NGF2-C-3,NGF2-1-10,NGF2-1-8,NGF2-1-9,NGF2-2-10,NGF2-2-8,NGF2-2-9,NGF2-3-10,NGF2-3-8,NGF2-3-9,NGF2-7-10,NGF2-7-8,NGF2-7-9,NGF2-C-10,NGF2-C-8,NGF2-C-9,NGF2-1-14,NGF2-1-15,NGF2-1-4,NGF2-2-14,NGF2-2-15,NGF2-2-4,NGF2-3-14,NGF2-3-15,NGF2-3-4,NGF2-7-14,NGF2-7-15,NGF2-7-16,NGF2-7-4,NGF2-C-14,NGF2-C-15,NGF2-C-4,NGF2-1-11,NGF2-1-12,NGF2-1-13,NGF2-2-11,NGF2-2-12,NGF2-2-13,NGF2-3-11,NGF2-3-12,NGF2-3-13,NGF2-7-11,NGF2-7-12,NGF2-7-13,NGF2-C-11,NGF2-C-12,NGF2-C-13
Tspan6,815,7287,1354,11,0,3664,59,1487,6635,4805,2137,6537,169,1,0,66,99,17,509,6327,289,38,7639,2713,489,6018,621,1471,2266,5,2705,1611,70,8022,7464,7204,1576,5440,1097,4317,2348,3811,1055,72,109,11716,326,4918,239,197,0,4086,1379,4877,3258,897,205,5751,596,3170,1,570,3999,139,16167,3625,1,47,6128,3712,7426,3811,41,9150,6629
Tspan7,248,2678,12917,10,39,7962,6146,8451,5920,95,895,388,2214,3653,104,0,7,145,87,141,2451,67,4299,3023,1067,3693,374,483,3106,1014,6413,369,10,4930,5798,163,4745,174,15457,2864,13961,5394,1395,901,2404,1408,862,6558,853,129,0,4963,2,4473,398,1805,1970,5750,56,67,39,78,12064,195,4472,10968,796,154,6471,11791,12047,4551,203,2,70
Tspan8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
Tspan9,0,0,12,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,5,0,1,0,1,20,37,259,0,0,4,0,0,0,1,0,1,1,3,0,0,5,110,0,0,0,20,0,0,28,1,0,0,7,0,11,0,132,0,0,1,0,0,0,3,0,0,0,0,0,0,53,10,40,0,0,0
Tspan11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Tspan12,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tspan13,2349,219,865,0,51,1578,309,219,56,62,46,362,106,0,0,9,15,2,5,62,1203,1,52,421,301,378,2793,85,620,1,1009,57,4,78,2050,60,2379,238,405,471,3074,1942,187,219,66,1923,5,2178,98,62,341,57,725,1130,252,321,739,145,5,274,2,185,950,16,42,632,0,17,327,616,346,1325,677,10,73
Tspan14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tspan15,0,19,0,0,1,0,0,4,1,0,1,0,0,0,1,0,0,9,3,0,0,1,1423,1,0,0,0,0,0,2,1,0,3,0,3,0,10,0,0,1,5,0,9,1,0,17,0,279,1,0,0,1,0,3,0,0,0,6,0,0,0,0,0,7,5,4,0,0,1,1,0,0,0,0,0
Tspan17,194,569,133,429,3,1168,1,24,552,111,1,3,2,10,102,0,0,20,10,3,0,0,20,264,26,30,0,176,134,1710,1693,286,70,27,93,17,3,51,96,300,884,48,3,27,19,1190,1,173,14,0,0,2,1,14,24,1760,3,0,0,3,0,453,7,0,20,5,0,1,8,29,15,54,23,1,909
Tspan18,53,553,28,0,0,1,0,224,15,7,1,0,0,0,0,0,0,0,0,0,0,7,1,5,59,17,1,0,3,0,4,24,31,248,25,3,166,3,0,3,51,0,0,0,0,352,10,20,2,0,0,0,264,53,55,1,0,224,0,3,0,11,55,0,0,0,0,0,0,15,15,25,0,0,0
Tspan31,532,5210,2981,0,949,6696,17,588,571,647,36,211,4,109,1877,41,1,580,60,238,6,15,965,1047,1053,4664,3,1336,102,8,1193,5,224,3,867,66,4947,1201,174,2635,1718,276,622,983,890,5778,239,3234,81,3,0,52,6258,684,58,2370,13851,89,164,6865,0,229,6574,0,687,1391,0,33,236,1693,5667,1035,1,2,181
Tspan33,2,0,0,0,0,195,0,1,0,46,2,39,1,0,0,1,0,0,0,1,1,1,19,10,2,82,0,9,113,0,10,0,0,61,23,66,18,9,6,441,162,12,1,1,15,1,0,666,3,0,1,34,0,18,1,6,0,0,1,0,98,11,2,0,1,0,0,2,55,50,4,20,11,0,0
Tspo,2069,1723,1421,2664,0,1518,2849,1693,322,5898,306,716,369,137,494,40,680,6454,2,3539,269,96,1083,3869,1955,5106,2,2,220,11,2177,1686,852,630,6833,1962,42,299,244,2999,6274,1315,541,28,1,3961,1014,2081,225,7,0,104,15,2495,1458,2008,11740,271,884,546,24,54,110,5,3546,2109,1093,66,2415,1506,2371,3189,356,3834,929
Tspy1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tspyl1,595,0,239,12,0,1712,3500,0,278,17,632,4424,1125,23,297,0,1,0,0,10,3305,0,45,360,233,1453,0,28,359,1943,6,138,0,5,1878,32,167,1478,21,1630,1328,208,1,1124,0,43,14,552,183,0,0,0,150,1526,653,1,38,994,1,6,1,370,5,0,10,1674,9473,8,154,962,1087,1211,1345,0,786
Tspyl2,0,5,0,1,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,8,0,0,1,0,8,3,1,2,1,17,1149,3,1,0,0,3,5,2,0,1,0,1,0,0,0,1,49,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,3,14,0,1,1
Tspyl3,0,0,0,0,0,0,0,0,82,0,0,0,2,1,0,1,0,0,0,0,0,0,1,0,166,0,0,0,0,1,1,0,0,1,0,0,0,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0
Tspyl4,1,0,1,0,0,0,0,0,22,0,0,2,0,0,1,0,3,1,3,1,1,0,8,0,1,4,3,0,0,0,0,0,1,2,0,3,0,0,0,1,16,1,1,1,0,0,0,0,3,0,0,2,0,2,1,0,22,1,0,2,0,0,1,1,165,0,0,0,0,406,0,3,1,2,0
Tsr2,6,1,0,0,0,4,0,0,0,1,0,1,2,0,0,0,1,1,0,0,0,0,21,1,2,13,0,0,0,3,1,0,6,0,0,377,1,2,4,9,21,0,0,0,7,13,1,2,0,0,6,0,0,9,1,266,0,14,0,4,0,0,0,0,2,3,36,0,0,9,420,0,0,0,0
Tsr3,0,602,2227,0,1516,1,137,356,44,2062,7,0,0,0,0,0,0,3932,1,11,143,0,0,245,54,43,0,3,225,1,200,3,142,58,0,6,19,1982,0,188,688,4967,10,445,0,196,0,171,19,0,1,297,0,0,0,0,1,2,4,1,0,342,6,0,1242,72,1,1,0,525,43,199,15,15,157
Tssc1,3,162,373,0,0,15,59,31,63,11,3,263,0,0,15,0,0,279,17,1,0,1,1560,703,367,180,0,3,0,1887,45,124,4059,577,42,6,136,3,1715,1672,347,0,278,3,0,0,5,432,47,35,8,40,1,134,2023,2199,2,62,0,0,0,19,2,0,0,553,51,1,16,203,51,402,2,15,1
Tssc4,2,202,269,0,0,0,0,370,39,1,33,27,0,0,10,0,1,0,0,15,0,71,9,307,196,37,0,10,157,0,1770,0,101,3,454,54,622,82,3,683,70,0,0,1,2,82,2,44,8,0,0,4,0,213,87,0,0,245,0,46,0,39,11,0,70,1213,9,0,0,118,42,50,0,10,0
Tssk1b,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tssk2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Tssk3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Tssk4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tssk5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
Tssk6,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,2,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,6,2,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,2,1,1,1,0,1,1,1
Tsta3,28,1,0,0,0,51,0,0,12,1,0,30,0,0,0,0,0,3032,1,13,0,1,1,76,130,1085,0,0,0,0,7,98,4,1,0,0,0,1,1,17,13,1,13,64,1,0,0,381,5,1,0,0,0,2,10,82,1,17,0,0,0,0,2,0,12,4,2126,5,4,38,5,230,1724,0,0
Tstd2,0,8,4,0,0,2216,342,0,1,0,11,14,0,241,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,13,2,0,19,1341,11,3,13,11,11,0,0,1,0,0,35,1,8,0,0,7,0,234,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,142,0,0,0
Tst,0,11,0,0,0,0,0,0,0,0,21,70,0,0,0,0,0,0,1,0,0,0,0,43,1,0,0,0,0,0,0,15,0,0,0,0,26,0,4,0,1,0,11,320,0,6,0,242,0,0,0,0,0,2,0,30,195,7,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0
Tsx,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Ttbk1,1,0,0,2,0,0,0,0,0,0,1,0,0,1,1,1,1,2,2,2,1,0,1,0,0,0,2,0,1,1,3,2,1,0,1,1,1,2,2,0,2,2,5,4,1,0,1,1,9,4,0,1,1,1,0,0,3,0,0,0,4,3,4,0,0,0,0,3,1,3,2,1,3,1,9
Ttbk2,0,0,9,0,0,1,0,0,0,0,1014,1,1,1,0,1,1,0,1,0,1,0,0,9,2,1,1,0,1,0,1,0,0,3,2032,6,0,0,1,0,4,2,0,0,0,0,0,0,0,0,0,0,0,27,2,1,0,0,0,367,0,0,3,0,0,1,1,0,5,0,3,1,0,0,0
Ttc1,162,305,1176,123,1315,7603,3683,128,1220,91,94,503,0,9,0,3175,6,99,16,18966,6,139,3076,214,613,148,23,394,2029,82,9569,1665,162,83,5513,79,479,274,5224,2013,1650,0,315,15,23,246,1,2958,41,0,3,256,1,1267,156,510,22,716,0,416,129,2963,6073,0,17,579,7083,12,265,2420,1089,2426,15,6,169
Ttc3,381,8165,7977,15,2759,842,16,7929,3472,802,1971,6853,63,0,631,1,65,1338,297,3,979,7,4101,4823,3729,8029,1,1998,3825,129,3254,3452,9828,28,4776,184,1834,1114,314,4875,5728,108,674,1230,2783,62,61,9800,142,5,1,137,10,10164,4789,19187,6281,4320,283,1862,1,37,3765,5,121,2522,5970,9,212,4570,4899,6215,1483,1,366
Ttc4,8,8,16,2,2,1,7,4,1,8,8,4,3,1,19,6,6,17,293,11834,7,10,42,743,617,6,8,5,118,5,12,9,3,4,4,9,135,13,5,263,10,277,4,7,2,4,191,3,14,11,4,5,12,41,2,1,212,1,2,17,5,10,10,12,1,3,3,7,2,56,20,134,3,4,5
Ttc5,0,0,31,0,0,9,0,0,906,0,51,1,0,0,0,0,0,7,1,0,0,0,2,5,1,44,0,0,0,0,0,82,0,0,0,122,12,4,0,43,0,0,0,0,0,48,1,1,0,0,0,3,0,37,0,0,1,203,3,0,0,0,3,0,0,1,1,18,0,269,11,8,0,0,1
Ttc7a,1183,355,214,39,0,600,3577,1,120,3,67,329,0,2,1427,2604,0,583,715,220,1,0,4,282,198,97,673,0,0,48,1,798,157,1,0,234,242,56,801,871,313,2,0,696,40,0,353,1208,15,1,17,2,1,358,28,1,557,6,9,15,0,1435,35,1,1,0,1959,3,1,237,1246,595,0,1760,0
Ttc7b,0,50,3,0,0,526,20,1556,60,18,454,0,0,0,20,0,0,1,20,33,2238,0,0,56,45,33,33,0,126,0,25,2,74,165,302,221,117,9,1,1636,135,107,0,88,270,182,0,209,0,0,11,10,0,85,7,566,0,39,29,7,0,2,0,1,13,53,0,3,12,403,527,294,2,0,0
Ttc8,0,41,24,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,0,4,0,0,0,1,3,0,0,4,0,0,1,0,4,41,0,205,1,2,4,14,0,6,10,0,0,337,0,14,152,0,13,0,107,41,187,0,15,0,0,0,0,0,0,0,0,4,0,18,1,105,2,0,25,0
Ttc9b,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,1
Ttc9c,582,2199,1865,193,1,5622,46,2916,670,0,93,11,164,29,1,1,0,5634,3,2339,13,0,2,415,199,1712,2,2,794,164,2,41,5,0,52,41,14,1223,28,1458,1365,7148,1141,0,176,3540,51,1385,363,1,0,50,0,2211,4,113,0,2052,245,72,1,416,13,0,6627,1451,1,16,0,1716,2840,929,76,246,16
Ttc9,0,2,10,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,9,18,16,0,0,0,1,0,0,0,0,14,1019,0,0,1,1,0,38,131,1,0,0,0,0,35,0,0,0,0,0,57,0,0,0,0,0,0,0,0,174,0,0,0,2,0,22,70,0,1,0,0,1
Ttc12,0,2,0,0,0,0,0,0,0,1,0,2,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,16,0,0,0,0,0,0,0,618,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,7,120,0,0,1
Ttc13,1,919,82,0,0,132,0,329,640,112,67,29,0,0,1024,0,1,2,2,0,0,5807,360,314,246,1730,0,30,10,79,82,0,0,19,547,27,112,14,99,139,841,10,0,13,2734,6,0,707,2,2,2,353,0,289,2099,960,68,87,8,2590,0,0,0,0,535,5,6,1,16,867,530,417,5757,0,28
Ttc14,0,3,56,0,527,0,2,496,0,0,18,1,1,2,0,0,0,1681,0,0,1814,0,1226,159,280,1127,0,0,1296,0,0,1,3,0,3,1,0,1,16,1,390,21,356,1382,0,0,0,835,157,0,105,1383,0,314,6,0,0,3,4,0,1,0,25,0,0,0,272,190,0,404,1334,16,19,0,0
Ttc17,0,0,1,0,0,0,1,0,178,0,1,2,0,0,0,0,1183,1,0,0,1,0,2,7,101,1,0,0,876,0,0,0,1,5,0,0,33,0,1,67,4,0,65,0,0,56,0,23,0,0,0,15,0,139,1,0,1,197,0,2,1,0,7,6,0,29,0,0,0,4,167,17,0,0,0
Ttc19,35,0,4,0,0,0,0,3,129,2,75,54,0,9,349,0,0,1,71,5,0,0,7,121,3,1,1,0,23,0,0,0,0,18,71,3,1,2,0,184,20,0,11,897,2,0,0,120,2407,0,1,0,0,487,1,4,0,2,0,2,0,0,29,1,0,0,5,40,0,631,731,189,0,0,0
Ttc21b,0,4,227,0,0,0,0,1,1,20,1,346,0,0,18,0,0,2,0,6,1,0,0,196,73,2476,0,547,0,0,2,0,80,35,15,4,0,16,106,5,60,25,1,0,1,0,0,6,0,0,0,21,0,1030,10,1,0,55,3,3,0,0,7,0,0,0,299,1,0,7,999,292,0,0,7
Ttc22,160,1,18,3,1,0,2946,1416,41,117,112,1228,11,0,0,0,1,476,2,0,35,0,95,93,12,71,0,0,0,1,1,5,804,196,0,86,0,7,149,9,602,225,1,0,7,0,1,59,7,3,0,32,0,522,7,3,2,1,5,9,1,74,22,0,2559,0,0,3,0,40,28,631,0,0,0
Ttc23,34,0,0,0,0,0,0,0,9,20,0,0,0,0,0,0,0,0,0,0,0,0,15,0,6,14,0,27,10,0,0,0,0,0,0,0,0,11,0,0,0,0,116,0,0,0,0,275,0,1,0,0,0,0,0,0,0,13,0,0,0,0,0,1,0,0,0,1,0,37,0,10,0,0,1
Ttc25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Ttc26,0,0,1,0,0,31,3,123,0,0,0,10,0,0,0,0,0,0,1,3,0,0,372,21,4,5,0,0,47,0,1,2,0,0,1,1,0,0,2,6,1,0,0,0,1,0,0,1372,200,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,685,4,2,0,1,0
Ttc27,14,54,10,1,0,1930,0,9,216,1,2,297,0,0,0,0,1,10,0,0,0,0,88,1445,235,3527,0,4,19,0,6756,1,7,36,18,7,258,0,45,187,33,3,0,145,0,4387,164,39,16,1,7,3,1,17,28,23,0,39,82,118,1,0,0,1,0,0,0,1,10,1221,1637,78,1,1,0
Ttc29,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ttc30a1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,8,0,0,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ttc30a,0,2,411,0,1,0,0,14,0,31,99,0,0,0,0,0,0,0,0,0,2,0,6,15,8,8,0,0,5,0,1,0,3,0,1474,67,0,0,0,277,0,0,0,0,0,4,2,0,1,0,0,0,0,38,99,2527,0,5,0,9,0,2,1,0,0,0,90,1,0,20,0,9,14,180,0
Ttc30b,0,0,0,0,0,0,2,0,0,0,0,1,0,0,203,0,0,0,0,0,0,0,96,2,12,12,0,0,0,47,0,0,0,0,0,943,85,2,397,659,19,0,6,1,3,49,0,246,14,0,0,0,1,1511,0,2,0,26,4225,0,1,1766,0,0,861,0,2,1,0,358,0,9,0,6,0
Ttc33,0,0,473,0,0,0,0,1005,2,852,0,0,0,0,0,0,0,2,1354,12,0,0,0,31,5,1229,0,4,1,1,0,0,0,1221,9,1717,4,1,0,0,91,0,0,0,0,0,23,106,0,0,24,0,0,48,1,3,13,7,0,1,0,0,0,0,0,493,0,0,0,5,164,10,0,0,198
Ttc36,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Ttc38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0
Ttc39a,6,22,7,7,2,9,4,2,13,18,2,3,3,3,14,18,23,33,6,16,13,11,39,2,9,19,18,9,7,9,13,11,13,14,11,11,17,9,6,2,3,25,11,10,1,6,13,8,16,24,3,9,16,6,10,6,70,22,12,8,9,7,26,8,13,4,4,9,9,7,24,5,0,7,11
Ttc39b,14,27,37,0,0,2,0,10,0,0,0,0,1,0,0,9,0,0,0,0,0,170,0,32,2,57,0,1,32,0,48,0,1,11,995,33,131,129,269,130,365,32,1,0,12,1,0,30,0,0,741,0,0,384,4,2,0,22,25,0,0,0,42,0,0,0,0,0,518,22,66,84,0,0,0
Ttc39c,0,83,0,2,0,0,10,1355,19,26,29,323,0,0,0,0,0,0,0,10,0,9783,5,43,170,89,262,646,0,198,66,1,0,1491,622,0,9,10,2822,508,4,1,212,47,6,0,1350,232,14,0,0,1,0,1065,174,41,0,580,1,45,0,1,47,174,249,451,0,3,392,69,33,88,0,0,0
Ttc39d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Ttf2,0,819,1175,1,0,9097,4353,1,20,2662,14,1,0,0,0,0,0,0,0,0,2,0,0,531,277,333,2,7,4,6,208,0,0,4,67,63,14,29,3024,1751,2145,4,2325,3,6,1978,748,650,4,0,1,15,1,1853,45,6461,0,2004,197,1957,0,143,35,0,180,13,0,4,6999,1234,441,303,678,0,0
Tti1,0,0,6,0,0,1053,58,0,9,6,1,35,0,0,1,1,0,4,0,0,0,0,0,4,12,0,0,0,13,0,1,453,0,139,573,0,0,0,41,52,153,0,3,0,1384,51,2,692,27,0,0,6,0,208,24,4,1,32,0,0,0,0,1,0,0,31,0,0,0,16,68,212,1,5,0
Tti2,0,31,0,0,1,1,1,1,27,2,0,7,1,0,0,1,0,11,2,0,105,0,0,130,3,29,12,0,382,12,7,908,2,0,8,5,7,66,31,80,11,0,4,0,0,0,6,0,0,0,0,0,0,56,8,0,0,4,0,10,0,0,0,1,0,0,0,0,0,7,131,26,0,0,0
Ttk,7728,2916,2666,121,1,16838,859,316,50,433,1542,2842,0,9,1946,0,0,21,7,167,575,8930,3231,2276,475,1373,0,1,503,432,6476,1646,2785,231,3471,1662,5098,547,695,4058,4645,15,349,111,5350,407,28,1658,43,0,9,932,0,610,2103,155,1,1985,628,54,0,196,3,0,97,1481,82,17,17,2957,4189,1079,0,19,56
Ttll1,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,15,0,0,0,5,0,0,0,0,330,2,3,7,0,20,0,1,0,0,0,0,0,1,163,0,0,0,1,0,176,179,445,0,10,0,0,0,0,0,0,0,3,0,0,0,5,0,34,0,1273,0
Ttll2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ttll3,2,0,1,3,0,1,0,0,1,0,2,0,0,0,0,2,2,0,0,3,2,1,0,0,0,3,1,3,1,2,0,1,0,2,0,0,0,0,0,1,0,3,29,0,0,1,2,42,1,9,1,3,1,1,1,1,2,3,0,1,1,1,1,2,0,1,0,0,0,2,1,1,0,0,0
Ttll9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,237,10,0,0,0,2,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,4,0,0,2,0,1,0,1,0,2,1,0,1,0,0,0
Ttll10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Ttll12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Ttll13,0,0,27,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,10,0,1,0,0,0,0,3,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0
Ttl,0,0,3,0,0,2,0,1,1,2,0,0,0,0,0,1,0,25,0,0,0,0,0,0,0,1,0,0,2,0,2,0,0,0,2,1,0,0,1,0,0,0,1,1,0,1,0,21,1,2,1,0,2,44,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0
Ttpal,31,17,672,17,0,2,62,0,0,0,3,176,0,0,3,1,0,0,1,64,1,1,9,5,8,818,1,2,38,24,2,135,21,1,28,356,5,219,3,1032,53,10,4,7,10,1,1,1456,0,1,0,1,2,60,3,30,5,36,39,2,2,2,6,0,2,5,0,10,55,53,182,351,0,1,12
Ttpa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Ttr,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
