symbol,NGF2-1-5,NGF2-1-6,NGF2-1-7,NGF2-2-5,NGF2-2-6,NGF2-2-7,NGF2-3-5,NGF2-3-6,NGF2-3-7,NGF2-7-5,NGF2-7-6,NGF2-7-7,NGF2-C-5,NGF2-C-7,NGF2-1-1,NGF2-1-2,NGF2-1-3,NGF2-2-1,NGF2-2-2,NGF2-2-3,NGF2-3-1,NGF2-3-2,NGF2-3-3,NGF2-7-1,NGF2-7-2,NGF2-7-3,NGF2-C-1,NGF2-C-2,NGF2-C-3,NGF2-1-10,NGF2-1-8,NGF2-1-9,NGF2-2-10,NGF2-2-8,NGF2-2-9,NGF2-3-10,NGF2-3-8,NGF2-3-9,NGF2-7-10,NGF2-7-8,NGF2-7-9,NGF2-C-10,NGF2-C-8,NGF2-C-9,NGF2-1-14,NGF2-1-15,NGF2-1-4,NGF2-2-14,NGF2-2-15,NGF2-2-4,NGF2-3-14,NGF2-3-15,NGF2-3-4,NGF2-7-14,NGF2-7-15,NGF2-7-16,NGF2-7-4,NGF2-C-14,NGF2-C-15,NGF2-C-4,NGF2-1-11,NGF2-1-12,NGF2-1-13,NGF2-2-11,NGF2-2-12,NGF2-2-13,NGF2-3-11,NGF2-3-12,NGF2-3-13,NGF2-7-11,NGF2-7-12,NGF2-7-13,NGF2-C-11,NGF2-C-12,NGF2-C-13
A1bg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0
A1cf,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,3,0,0,0,0,1,0,0,0,1,0,0,0
A1i3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A2m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
A3galt2,1568,99,310,0,0,5,3,0,5,3,2,4,17,0,0,0,0,0,0,0,0,0,1,34,9,1,0,0,0,0,0,12,18,0,0,5,7,164,2,0,8,0,0,0,0,0,1,1,0,0,0,2,1,7,0,9,3,1,0,1,1,1,1,0,0,0,0,0,0,115,0,11,0,7,0
A4galt,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
AA926063,1,0,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Aaas,0,2,5,0,4,0,0,19,0,0,10,6,2,13,0,0,0,29,1,0,0,2,2,59,42,2,0,0,0,2,0,5,0,2,24,1,14,12,72,8,30,0,0,1,0,0,0,4,1,1,0,8,0,0,4,1,3,1,0,0,0,0,0,0,0,0,1,0,2,264,79,10,3,2,1
Aacs,3,91,36,9,9,13,12,9,45,16,116,2,12,11,15,7,4,7,7,17,12,461,12,67,7,2,13,8,11,6,13,5,3,5,1,4,1,5,7,402,276,1,5,5,15,325,3,150,4,12,10,9,7,110,10,1886,12,17,8,29,14,6,5,30,3,4,10,13,8,43,789,96,6,362,12
Aadacl2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aadacl3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Aadac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Aadat,37,0,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,37,19,56,0,0,0,0,0,0,0,0,0,401,0,0,6,0,27,1,0,0,0,0,0,66,0,0,0,3,0,3,0,0,8,0,0,3,0,101,0,0,0,0,0,0,0,5,0,31,0,0,0
Aaed1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,310,42,1,0,0,0,0,0,0,22,0,0,13,0,0,1,3,0,0,0,0,0,0,0,8,0,1,0,0,0,1,0,0,0,0,1,780,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
Aagab,0,0,1,1,0,0,1,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,1324,2,5,1,0,0,0,0,79,0,0,0,0,1,0,8,0,1,0,0,0,0,0,0,0,17,178,0,194,0,0,2,0,0,0,21,0,0,0,45,1,0,0,0,0,0,0,0,0,62,0,0,0
Aak1,0,0,2332,0,0,0,1,2,1,0,2,1,0,0,1,0,1,0,0,2,1,0,2,47,24,4,1,0,0,2,0,0,0,1,1,1,7,0,0,1,0,1,0,1,0,0,0,0,12,1,0,0,0,0,11,0,6,2,2,1129,0,0,0,1,13,1,1,3,0,0,8,2,2,0,0
Aamdc,329,0,2,1,1,0,0,360,0,0,0,313,0,0,0,0,0,0,2,0,0,0,0,534,4,0,0,0,0,0,5871,0,0,0,1,2,363,0,4,0,611,0,0,8,0,5,216,0,0,0,127,0,15,8,0,1045,0,0,0,49,0,0,0,1,1,0,0,0,0,2,4,22,0,0,0
Aamp,1025,1764,1640,3,1,727,314,1281,779,496,404,1602,514,92,997,44,3,8,3908,77,665,23,3506,589,378,1102,7,243,1942,1114,1702,149,20,539,3226,603,3746,963,2155,1390,1904,475,242,575,1801,1905,304,1117,107,0,119,504,6,1828,618,1988,1058,982,1131,56,0,534,312,624,516,1260,13,59,4598,3476,997,895,294,856,4011
Aanat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
Aar2,2,1,0,0,0,60,0,71,14,8,0,0,0,0,0,0,1,0,0,0,0,0,0,16,4,0,0,0,0,0,0,0,0,64,42,2,0,0,0,0,13,0,7,0,0,0,0,0,0,1,0,4,0,25,0,1,0,0,1779,0,1,0,0,0,24,0,0,0,2,718,2235,14,0,0,1
Aard,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aars2,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,2,0,0,1,0,17,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,1,0,0,0,1,0,0,0
Aarsd1,3062,4,1503,0,70,1,2169,406,14,48,240,355,299,0,3086,1,0,38,1640,8726,1,254,64,891,396,856,1,1451,410,28,3044,125,192,20,110,4892,71,42,117,459,1061,4,35,336,100,362,38,400,1650,0,146,47,51,123,38,544,100,516,248,3,0,290,137,0,47,43,4333,2,11,129,360,316,0,0,1
Aars,5737,12103,9705,1564,2,14511,6074,8616,7387,6319,3377,8086,141,1493,1990,2687,1207,2257,326,1421,1316,2804,6323,7105,2160,4033,3031,944,2953,1564,6552,6923,12740,7319,12744,2837,5222,10150,15713,5317,11344,1437,1237,10519,3863,4504,4867,12145,5842,2,10634,5762,1308,8429,1390,6824,9054,4560,6243,629,1,1834,922,1443,887,3066,751,4377,7513,12060,8168,23458,2846,1318,11482
Aasdhppt,1727,1710,273,3,0,4489,8406,7300,5767,913,470,107,0,59,1,0,1,4,61,3832,2,24,5630,996,498,4707,230,71,4279,10387,3111,43,196,2610,153,78,924,5541,542,6026,1120,20413,2,11,375,6160,2,279,3392,1,1495,1853,1,3001,725,1293,39,199,4171,4919,1,34,4,0,3,97,7078,27,3046,4741,1729,858,181,1,8096
Aass,26,0,418,0,0,0,0,0,87,0,202,0,0,2,0,1,0,10,0,0,0,0,0,252,222,25,0,0,0,0,148,0,0,0,0,197,1,0,149,328,530,0,0,0,0,0,0,4,0,0,0,3,0,3,0,0,0,2,0,1,0,0,4,0,0,0,785,3,0,418,29,1491,0,139,0
Aatf,2763,226,363,1,0,0,210,265,382,464,0,180,0,282,931,18,2,1,0,3,7733,446,2458,87,321,886,19,94,3042,0,3120,6,639,1,12,255,117,2654,1138,823,668,1,12,1028,408,17,1,684,18,1,0,803,1,454,152,1378,73,1101,38,38,0,2906,1992,2659,1,0,3,107,7,234,415,1235,51,0,0
Aatk,0,2,0,2,0,0,0,0,1,1,1,0,1,0,1,0,0,3,0,0,2,0,4,0,0,5,172,1,1,2,0,1,0,1,2,0,0,1,0,0,1,0,0,2,1,0,0,2,1,0,0,0,0,2,0,0,2,0,1,3,1,1,0,0,1,0,0,0,1,0,0,2,0,0,0
Abat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abca1,1,1,0,2,0,1,3,0,3,1,0,0,1,1,1,0,0,3,0,0,0,0,1,4,7,2635,1,0,0,0,0,0,1,1,1,1,1,1,1,2,0,0,0,0,1,1,0,1,1,1,2,1,6221,13,3,114,2,2,4,7,0,2,0,0,1,1,1,0,0,1,123,1,0,1,0
Abca2,5,15,12,12,0,13,0,1,7,10,18,33,0,0,60,0,2,3,1,0,507,2,28,12,21,8,4748,0,1,5,234,1,0,10,91,11,0,23,2,38,39,1,45,3,1,0,0,32,3,0,0,8,0,71,16,28,1,2,0,1,0,1,101,42,0,1,0,2,16,50,173,252,0,0,0
Abca4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,1,0,0,0,1,0,1,0,1,0,0,6,0,0,1,0,0,0,1,0,3,1,0,0,0,676,0,1,1,0,1,0,2,0,2,0,0,0,2,1,1,1,0,0,3,1,1,2,0,0,2,0,4
Abca5,0,0,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,3,0,3,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,1,0,0,0,0,0,112,0,2,0,0,0
Abca7,83,1,9,7,2,1,2,1,1,1,1,2,5,3,6,5,1,5,2,7,8,0,3,182,257,1,3,5,3,2,1,5,5,2,6,5,2,5,261,61,127,6,3,3,0,2,3,119,0,6,0,2084,2,75,105,0,18,4,99,2,6,60,327,4,0,4,7,8,13,39,623,73,2,8,11
Abca8a,0,0,1,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0
Abca13,0,2,1,1,1,0,4,1,1,0,2,1,4,6,2,0,0,0,3,2,1,1,1,3,1,7,0,0,1,2,3,0,1,0,2,1,0,0,0,0,0,1,0,0,0,2,0,2,3,2,2,0,1,0,4,1,0,1,0,5,0,2,1,0,0,1,2,0,2,0,2,1,2,3,0
Abca15,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0
Abca17,0,0,1,0,0,0,0,1,1,0,2,0,0,0,0,11,0,0,0,0,0,0,0,0,1,1,1,0,1,2,1,1,0,0,0,0,0,1,0,55,0,1,0,0,0,0,1,2,0,0,0,1,0,0,1,1,2,0,1,1,0,0,1,0,0,0,0,0,0,3,2,2,0,1,0
Abcb1a,0,0,917,0,0,0,0,1,1,4,25,1,0,0,0,0,0,0,0,0,645,0,36,11,36,1,0,0,1,2,24,0,1,0,203,2085,1126,13,0,412,1,0,100,7,441,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,389,0,1,0,0,516,11,37,0,0,0
Abcb1b,0,0,19,0,0,0,1,1163,219,3,1,0,0,144,0,0,0,0,199,0,0,0,5,46,52,156,0,0,2,34,0,0,0,0,113,0,0,0,0,0,127,0,0,0,0,0,69,30,1,0,0,0,0,1,1,480,1,2,19,0,0,0,0,0,0,0,1,0,0,189,163,19,0,0,0
Abcb4,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,24,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,1,0,4,0,0,0
Abcb6,0,0,286,1,0,688,41,5,2,1936,112,2,0,1,0,2,0,374,0,2,0,66,4,151,585,30,0,375,101,4,0,0,0,48,1101,609,2480,5,2,275,730,25,1,1,0,0,1,792,0,2,0,227,0,53,503,0,0,2,31,81,0,239,0,0,60,0,0,1,2,801,87,284,0,0,0
Abcb7,0,0,2404,1,0,0,0,0,4929,4,0,0,0,0,0,0,0,1,1,2729,0,1,926,178,225,1,0,0,6,0,0,0,4,4,0,1,12,0,0,523,76,93,0,0,0,4658,0,0,2,0,0,0,0,3,0,0,46,0,0,2,0,0,0,0,0,0,0,0,0,2,403,17,0,0,0
Abcb8,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,1,0,0,2,2,0,0,0,67,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0
Abcb9,1,0,0,1,0,0,0,0,8,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,7,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,71,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,1,1,0,0,0,0
Abcb10,2,578,238,0,1,9,10,11,2062,33,163,2,4,1,15,4,0,2,2,6,6,1,53,42,65,11,1,0,2,4,3,3,1,2,2,647,4,51,68,134,14,4,6,3,1,1,3,639,2,1,3786,1,291,511,7,434,8,107,221,3,4,487,30,2,3,2,4,31,4,2,352,128,0,1,2
Abcb11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Abcc1,49,0,53,0,0,111,0,3,1,0,2,91,0,0,0,1,0,1974,2,5,1,4,0,128,139,38,0,0,0,0,0,0,0,0,0,0,651,0,0,2,7,0,0,1,0,0,0,123,1,0,0,0,1,972,9,6,31,41,48,0,0,0,33,0,13,30,0,1,0,19,7,142,0,0,18
Abcc2,0,0,1,0,1,1,1,2,37,1,7,0,1,0,0,1,1,1,0,0,0,0,1,0,129,7,0,0,0,0,0,0,0,3,0,0,0,0,0,204,0,0,0,0,0,0,0,0,0,0,0,1,0,42,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0
Abcc3,9,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,42,0,1,0,1,0,9,0,0,0,1,0,3,0,0,2,12,2,0,9,0,0,4,0,0,0,0,10,0,2,0,0,0,0,1,2,0,18,1,1,1,5,0,0,0,0,1,2,0,0,0,4,1,0,0,0,0
Abcc4,1,2,0,0,0,3,0,2,13,0,0,0,0,0,0,2,2,1,1,1,0,0,3,1,0,4,2,13,2,0,2,0,0,6,7,1579,0,3,55,17,21,470,2,1,0,0,2,89,6,1,0,1,0,8,12,80,0,4,1,0,0,1,1,0,1,0,0,0,1,2,90,77,324,0,1
Abcc5,2,0,111,0,0,533,0,4,0,0,85,0,0,0,1,0,0,1,1,0,0,0,2,38,435,292,0,0,0,1,0,2,0,14,62,1,238,1,0,5,30,0,2,0,0,0,1,174,0,1,0,0,1,49,20,2,0,671,0,0,0,32,2,1,54,0,0,2,0,769,17,7,0,0,1
Abcc6,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,1,0,1,0,3,1,0,2,1,0,0,0,3,1,1,0,0,0,0,1,0,0,1,0,0,0,0,2,1,0,1,0,0,0,0,2,0,0,1,0,1,0,1,0,0,1
Abcc8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0
Abcc9,0,0,248,1,0,0,0,1,756,0,1,567,682,0,0,0,3,4,0,12,4,3,10713,396,466,59,1,0,1333,0,1,0,0,534,257,244,7,1,2,431,3396,0,0,3,0,2,0,1378,97,0,0,13,0,3,3,0,13,924,0,1,0,1,2,0,0,1049,44,3,0,1021,441,454,0,1,0
Abcc10,2,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,2,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,3,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,7,2,1,2,3,1,0,0,0,0,1,1,0,0,0,0,3,2,0,3,1,0,2
Abcc12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Abcd1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Abcd2,0,38,2,0,0,2,1,1,1,0,45,1,0,0,1,2,3,4,2,1,0,0,57,2,6,16,1,2,0,3,0,0,0,25,1,2,1,2,5,6,0,11,1,0,0,0,1,2,71,3,0,4,3,1,0,0,3,0,3,4,0,2,2,0,0,0,1,1,2,309,0,581,0,1,2
Abcd3,1,7,1704,5,4,441,1177,3,1279,111,135,51,3,2,166,5,4,13,3,31,622,3,75,218,609,101,4,1,7,1,13,27,56,628,2024,1073,174,4,119,350,257,145,427,76,8,2,36,339,2,12,2,38,9,1975,21,219,21,1045,9,53,1,16,85,46,201,44,1,86,3,127,2015,693,2,2197,172
Abcd4,0,0,4,0,0,1,50,0,117,0,25,0,0,0,0,0,0,1,0,0,0,1,0,105,52,4,1,1,0,1,0,0,1,1,0,1,13,1,0,0,0,0,2,0,135,2,0,24,0,1,0,2,0,196,25,1,1,1324,0,0,1,0,0,1,0,0,0,2,0,11,36,0,0,0,0
Abce1,2266,2566,1564,2,944,3816,205,732,1849,2324,904,1654,917,243,51,82,0,1389,204,139,27,0,5571,1625,535,6168,0,490,186,517,994,2921,1664,462,1470,3405,2032,2009,1516,1745,2356,2811,364,1324,1492,6026,208,2522,1060,150,4650,238,1912,2512,173,5727,288,1618,228,870,1,793,237,2467,842,555,976,1014,2093,2092,2099,543,0,1465,526
Abcf1,826,7612,7657,1,934,3911,2159,496,2074,970,747,1173,907,979,1538,2,1521,60,5,4767,1443,10,9522,5504,2588,3396,3221,466,1838,6602,1434,532,4204,722,539,1489,607,907,3995,2044,2339,2640,1095,1142,3488,2767,402,5380,1892,1,736,5651,3438,4957,1409,2333,2468,1793,69,404,1,1963,905,23,7421,1508,5,29,2020,2996,6507,3843,8892,100,789
Abcf2,19,583,782,0,40,129,234,52,60,51,27,144,66,9,51,37,0,804,0,26,5,4,45,83,311,364,0,51,70,846,40,5,587,29,160,71,260,334,800,369,488,62,20,147,13,56,2092,55,95,1,243,8,205,209,163,24,597,118,0,9,0,1211,39,2,0,12,4,0,13,448,178,191,11,5,143
Abcf3,1,17,32,0,0,0,0,8,15,16,6,1,0,0,1,1124,1,1,9,0,9,0,1,8,5,1,0,0,14,0,0,0,1,181,181,23,1,10,2,79,67,5,12,1,2,0,1,10,2,0,0,0,1,70,1,0,54,26,0,0,0,35,0,1,12,24,0,1,4,2,10,107,0,0,0
Abcg1,0,3299,51,1,0,28,7,86,2,117,11,174,0,0,1,1,1,1,0,171,1,0,42,24,9,145,8990,0,23,50,638,0,1,26,0,58,26,5,106,770,135,26,136,2,149,0,3488,1723,0,2,0,1581,0,182,51,0,124,2171,2,23,0,27,122,9,1,0,1089,187,1,233,379,174,739,1,11
Abcg2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Abcg3l1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,18,0,0,0
Abcg3l2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abcg3l3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,23,5,0,32,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Abcg3l4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,0,0,0,0,0,0,0,0,0,0,0
Abcg3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,1,0,76,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,105,0,0,0
Abcg4,2,1,1,1,0,0,0,0,0,1,4,7,0,0,2,2,1,2,0,1,2,0,1,1,1,14,0,0,1,0,3,1,2,1,0,0,0,1,1,0,0,4,82,1,0,1,1,0,0,2,0,10,1,0,0,0,1,0,0,2,2,0,13,4,7,0,0,0,1,3,1,5,1,1,0
Abcg5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0
Abcg8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0
Abhd1,0,4,15,0,0,0,2,0,6,3,6,1,1,3,1,0,0,0,0,2,2,2,1,19,10,9,0,2,3,30,9,5,2,8,8,10,5,6,0,13,14,3,10,5,0,1,3,4,0,0,0,1,21,3,6,24,0,5,0,0,0,2,0,1,0,7,0,0,3,15,3,12,0,2,0
Abhd2,0,1,0,0,0,21,0,0,11,1,0,0,0,0,22,0,0,0,0,0,0,0,0,6,1,0,1,0,1,0,0,0,0,1,1,0,6,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,258,0,0,0,0
Abhd3,4,0,2,0,0,0,41,0,57,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,5,4,1,0,181,118,1244,3,0,3437,33,27,1089,0,2,41,1,0,0,0,0,0,0,105,0,0,0,0,0,24,37,0,0,0,0,0,1,955,0,0,0,7,0,0,2,1,225,47,4,0,0
Abhd4,7,50,773,3,8,294,24,152,275,49,7,868,255,0,0,3,0,2,18,95,0,25,0,353,100,1565,0,0,623,34,8501,14,6,1530,169,1681,3,9,3267,327,516,6,4,6,30,33,0,1411,12,0,2051,1283,0,309,14,13,2,90,291,11,0,2629,0,15,10,5,11,2,4,39,74,490,15,0,0
Abhd5,0,0,0,0,0,0,144,0,900,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,41,0,0,0
Abhd6,353,159,3704,1,225,0,0,2,284,1157,323,35,1269,0,27,0,0,65,0,762,0,0,3170,319,95,971,36,6,1025,1,229,583,0,0,0,1527,236,234,0,36,398,0,0,3,0,1,0,102,92,98,0,0,0,208,67,11,2,138,0,0,0,0,1,0,0,0,0,2,0,206,701,917,0,0,2024
Abhd8,6,29,260,0,3,159,30,0,5,8,9,89,7,13,91,0,69,8,0,0,0,0,0,109,53,62,0,0,61,0,9,12,448,464,8,1,161,2,20,30,61,0,0,11,7,323,9,19,15,0,0,702,3,143,8,74,3,51,2,1,0,1,207,0,4,23,0,615,814,32,55,259,0,28,863
Abhd10,0,10,0,0,0,0,0,5,0,0,0,8,0,4,0,0,0,0,0,54,0,0,0,5,0,3,0,0,25,0,122,1,518,0,0,1,1,92,0,5,1,0,2,2,0,0,0,9,0,0,5,0,0,14,0,0,0,0,0,1,0,0,149,0,2,0,9,159,0,4,1,1,0,1,0
